Date,file,recpos,filename,DateUTC,ZCR,MEANt,VARt,SKEWt,KURTt,LEQt,BGNt,SNRt,MED,Ht,ACTtFraction,ACTtCount,ACTtMean,EVNtFraction,EVNtMean,EVNtCount,MEANf,VARf,SKEWf,KURTf,NBPEAKS,LEQf,ENRf,BGNf,SNRf,Hf,EAS,ECU,ECV,EPS,EPS_KURT,EPS_SKEW,ACI,NDSI,rBA,AnthroEnergy,BioEnergy,BI,ROU,ADI,AEI,LFC,MFC,HFC,ACTspFract,ACTspCount,ACTspMean,EVNspFract,EVNspMean,EVNspCount,TFSD,H_Havrda,H_Renyi,H_pairedShannon,H_gamma,H_GiniSimpson,RAOQ,AGI,ROItotal,ROIcover
2022-10-05 00:05:00,/Users/paul/Documents/Mobi/7th Week/jura/data/mobi_am_1.2/20221004_220500.WAV,1.2,20221004_220500.WAV,2022-10-04 22:05:00,58258.083333333336,8.388351741612294e-20,1.3551764666397097e-05,0.2136810099385937,3.1632403927620474,71.34055842625357,-39.06080661434687,0.2951354365891845,0.01114191059536404,0.9952889128747917,0.019866666666666668,447,4.062755412214022,0.0004888888888888889,0.014666666666666666,0.03333481488066137,0.00013732626943212766,5.057585384691115e-09,1.2660464416058381,6.618486514958971,3,53.879601338864084,-49.12039866113592,-50.857334594355834,1.736935933219911,0.9274102739772898,1.0935491693730981e-05,0.0004260961163643495,0.0003079584428361537,0.0023974971058344785,2.7597467918240053,0.27810495968899523,296.77082421849536,0.49795055645117664,2.983671380776072,0.03551103508934464,0.10595325909781247,0.7326226810938903,0.34176238017124155,2.8902894504714136,0.007248638554997516,0.13720017185949004,0.12677618335915333,0.13220886740265378,0.13148344787546112,2958.24609375,5.504724115377896,0.0019834214853993513,0.011197331276487242,0.1742342374877767,0.6924922309764431,0.33331684713957727,4.957187490355492,6.783179040687869,63370.76054497226,0.995402043078322,0.6489740211799637,1.2050531507879607,195,0.022240571803191254
2022-10-05 00:10:00,/Users/paul/Documents/Mobi/7th Week/jura/data/mobi_am_1.2/20221004_221000.WAV,1.2,20221004_221000.WAV,2022-10-04 22:10:00,59800.549999999996,-5.280305513820515e-20,1.25950293561412e-05,0.20325659102174456,3.93395410855656,71.02259175404673,-39.16104305108747,0.2561255845432058,0.011014070383707683,0.9938914776333089,0.011022222222222221,248,4.7676981644955,0.0002222222222222222,0.013333333333333332,0.016667407440330684,0.00013691521671171263,4.87905966451342e-09,1.044020683131524,4.740641309079732,3,53.82638767621551,-49.17361232378448,-50.88947099341608,1.7158586696316007,0.9304785735669598,6.443605717776357e-06,0.03238919536567075,0.03224659598768187,0.0019903948985698916,3.87293007351927,0.325760533035013,296.5274588100071,0.5326518232340527,3.279464646337157,0.032329539162366576,0.10602358071535377,0.7274471573821892,0.33839783437409465,2.890348353914376,0.003854006464130835,0.13597641376653777,0.1270466103714382,0.13127335573888754,0.13074938747277656,2941.73046875,5.498943276516054,0.0018848928007911465,0.011189515971719641,0.1666489278213619,0.700807095812644,0.3333222995077481,5.157966330800523,6.802509460568937,63833.26586062202,0.9957752319756769,0.6448294814756107,1.2047711550763038,201,0.023716331836970535
2022-10-05 00:15:00,/Users/paul/Documents/Mobi/7th Week/jura/data/mobi_am_1.2/20221004_221500.WAV,1.2,20221004_221500.WAV,2022-10-04 22:15:00,56817.549999999996,1.3877787807814457e-20,1.444787719334036e-05,0.24407022327625408,18.528260376725644,71.61864032818899,-38.919441752924605,0.4888411079642623,0.011324731455908881,0.9791158446088642,0.023688888888888888,533,6.273941083575777,0.0010666666666666667,0.016,0.06666962976132274,0.00013952115820834305,5.703634409076534e-09,1.6263501687559354,9.821336159558106,4,54.10149518511658,-48.89850481488342,-50.706261883949196,1.8077570690657794,0.9197504603334279,7.729132527867222e-05,0.6008059296704793,0.5701723373886554,0.0025376344020057173,2.7925999506697634,0.1608342950616073,296.92120432065417,0.4459416666712897,2.609728217576407,0.04289123824127315,0.11193447472504281,0.6929523124195818,0.36191923681971006,2.8894900874445417,0.023458272171944,0.13802391217387439,0.12730097241269625,0.1316899340825404,0.1311821324003289,2951.466796875,5.6186760963058475,0.002069189186186053,0.011265922275519358,0.18048479309271934,0.6802669999036711,0.33330353801227447,4.661273449779675,6.734982752601854,61839.28592736388,0.9945918920926526,0.6482516423764746,1.2059176398968146,249,0.09152316491844083
2022-10-05 00:20:00,/Users/paul/Documents/Mobi/7th Week/jura/data/mobi_am_1.2/20221004_222000.WAV,1.2,20221004_222000.WAV,2022-10-04 22:20:00,53992.1,-2.775943055668664e-19,1.6983622790070952e-05,0.2519943857864877,4.2716335454138745,72.3209032681881,-38.738410021066805,0.5233327156354264,0.011563238914807638,0.9911047074682884,0.04511111111111111,1015,4.757644759513316,0.0074222222222222215,0.015904761904761904,0.4666874083292591,0.00013903833628342867,6.399456347645668e-09,2.783101476160905,23.448589095568433,3,54.197285719014054,-48.802714280985946,-50.70265650509385,1.8999422241079031,0.9038116014704759,8.77093585849309e-06,0.0014267672721697267,0.00134438701974815,0.0029310229075633076,4.31957916592885,0.7959999531931314,297.23016988672686,0.3538874732272666,2.095436038037828,0.05282552512030996,0.11069250906537006,0.7268402890523848,0.36493887411142634,2.8899582861514763,0.01606300408164686,0.14162703527564185,0.1284389078604297,0.133017557190576,0.13254373805502467,2982.1015625,5.575720662180762,0.002197406690297347,0.011245087455558704,0.1883630975531158,0.6728637229583763,0.3332202390959133,3.9943384193326246,6.633985648756112,59858.73892455678,0.9915477147722745,0.6550709042536635,1.2069613481099268,278,0.07242509389306191
2022-10-05 00:25:00,/Users/paul/Documents/Mobi/7th Week/jura/data/mobi_am_1.2/20221004_222500.WAV,1.2,20221004_222500.WAV,2022-10-04 22:25:00,49114.933333333334,-3.368062002135414e-19,2.2771008036988287e-05,0.026649468271288734,16.842567967282687,73.59442247907593,-38.26973776337813,0.7830584811091086,0.01220430666340722,0.9841343646527969,0.07328888888888889,1649,5.146702160812584,0.014888888888888889,0.01654320987654321,0.9000400017778568,0.000142974558816927,9.445928720372752e-09,4.970720498992822,52.96978508411981,3,54.847617760832044,-48.15238223916794,-50.390545669226384,2.2381634300584423,0.8566415465887983,9.58726283195599e-06,0.0016569928053684624,0.0015351764407761648,0.003349437448100012,7.178542227169427,1.2934238884182272,297.781447367396,0.09033283379111232,1.1986063411908814,0.09573771850760668,0.11475183649436498,0.7351250424081538,0.41944822139641574,2.799939303190719,0.2346429268340676,0.16142939686208277,0.1297192860512676,0.13435062925873628,0.1344067548835504,3024.017578125,5.661848224095794,0.002834066930752478,0.011270722025405036,0.23410284039136814,0.6244068275557816,0.3327406972709814,3.16615889077503,6.333965889363481,53687.971992026396,0.9805443791518349,0.6603449023057267,1.2099127013403903,488,0.14800136950531134
2022-10-05 00:30:00,/Users/paul/Documents/Mobi/7th Week/jura/data/mobi_am_1.2/20221004_223000.WAV,1.2,20221004_223000.WAV,2022-10-04 22:30:00,57982.26666666666,1.9698748804981077e-20,1.3649809558584426e-05,0.19801366309051724,3.1351414440343364,71.37186583493538,-39.00385724015777,0.2984072644236875,0.0112152099609375,0.9949836142386184,0.019244444444444446,433,4.169393572148224,0.0008888888888888888,0.017777777777777778,0.050002222320992044,0.00013781947449846454,5.250467986543853e-09,1.3826913477142577,7.556227424749317,3,53.9388633737611,-49.061136626238905,-50.8030049284085,1.7418683021695927,0.9248779484403037,7.512107133345047e-06,0.0004579283395157452,0.00039643503464847907,0.002440947614143596,4.488015051115055,0.719393213795923,296.63008937417965,0.4775624092694241,2.828208451086384,0.03793738939283303,0.10729484529296532,0.7261105482713865,0.34597918378461545,2.8903374834841973,0.0046636715504450406,0.1366875564839919,0.12742038869732897,0.1315531758676454,0.13105078975732254,2948.51171875,5.503584473662243,0.001959982943686386,0.011199668284344561,0.17211816397568672,0.6875982361122763,0.3333133707197056,4.861518531856506,6.767259019812391,62855.20046532076,0.9951604861243749,0.6491418303996273,1.2045006879238702,192,0.027692202986799412
2022-10-05 00:35:00,/Users/paul/Documents/Mobi/7th Week/jura/data/mobi_am_1.2/20221004_223500.WAV,1.2,20221004_223500.WAV,2022-10-04 22:35:00,57762.583333333336,1.3617579286417936e-19,1.3763235478812307e-05,0.2256373510462804,3.1673485688704632,71.40780531725949,-39.04169656035024,0.3227480309301143,0.01116645119190216,0.9948865433398253,0.02266666666666667,510,4.120592224902039,0.0011555555555555555,0.013866666666666666,0.0833370372016534,0.0001373160349345902,5.1786819644810506e-09,1.3828922471268472,7.5367419726409715,3,53.90102801503303,-49.098971984966965,-50.84152212868552,1.742550143718553,0.9252403226372322,7.154842704748532e-06,0.0004445130807687603,0.00038226462675039485,0.0023794484649481973,3.3376303163317647,0.465888808020314,296.6610494714163,0.4813946806841031,2.8564972735687357,0.03724849688385704,0.10640022979327118,0.7063010756711168,0.3435244835527338,2.890360337617788,0.0026821479751302966,0.13671718743055247,0.1271612071647629,0.13155306902529001,0.13099783601493398,2947.3203125,5.505313661830109,0.0019898453820169784,0.011195708094661902,0.17475511712152192,0.6876074334020984,0.3333136320869888,4.868108184666806,6.769529309246324,62979.81678207766,0.9951795821113525,0.649813799241209,1.2050526694426453,215,0.03371677630116894
2022-10-05 00:40:00,/Users/paul/Documents/Mobi/7th Week/jura/data/mobi_am_1.2/20221004_224000.WAV,1.2,20221004_224000.WAV,2022-10-04 22:40:00,60204.566666666666,2.1317824049226096e-20,1.2505517430161023e-05,0.19476237213056696,2.935574772947284,70.99161657199735,-39.161072336465416,0.2280534568099455,0.01101403324868944,0.996053943324737,0.009866666666666666,222,4.01895291844852,0.0,0.0,0.0,0.0001371585978004063,4.852062055342242e-09,0.9949916441031761,4.369629908472386,3,53.83368083051538,-49.166319169484616,-50.86545485438978,1.6991356849051655,0.931284044422312,7.013662446042623e-06,0.0007353405887923214,0.0006780723525505739,0.002389189387026369,3.583654652722709,0.3335339171401691,296.43298395223974,0.5378862180334827,3.327938438643906,0.031944289674754676,0.10630862950379173,0.7242893622930525,0.3384102766180861,2.8903698265780875,0.0010786067126906415,0.13432004385380092,0.12647791039708864,0.13111213062460897,0.13046829859104847,2935.40625,5.479673166252534,0.0018295083948175475,0.011191230156960365,0.16202612107187309,0.7002904373200202,0.3333232646672981,5.203735020266829,6.807574767145979,63979.870614346604,0.9958552880540702,0.644936699222962,1.2040400394006312,173,0.02635533801502289
2022-10-05 00:45:00,/Users/paul/Documents/Mobi/7th Week/jura/data/mobi_am_1.2/20221004_224500.WAV,1.2,20221004_224500.WAV,2022-10-04 22:45:00,54324.85,-1.723640520435844e-20,1.6266421892545127e-05,0.18960763101446798,4.039060128660179,72.13352023476781,-38.78444387845707,0.4685145449900432,0.011502117665608724,0.9921838309914873,0.04044444444444444,910,4.51316713203806,0.005022222222222222,0.01674074074074074,0.3000133339259523,0.00013857943961816728,6.101586691943432e-09,2.4538634586437555,19.144344215775394,3,54.12490852260281,-48.87509147739718,-50.742183894238494,1.8670924168413165,0.9089198094284712,9.81806083033554e-06,0.0008623295660089569,0.0007653827350238007,0.0022825264089977315,3.315737862530356,0.49076663409953114,297.26456389171074,0.3719737388555409,2.184580205858555,0.04977912651656989,0.10874649445302731,0.7107467437105915,0.3596074524287249,2.890121722885843,0.012508473088751791,0.141028490155118,0.12839981643093107,0.13366406028302114,0.13304567008533713,2993.39453125,5.570324431299577,0.0022224078014578424,0.011216333157748296,0.19262779955440484,0.6716863282121025,0.3332530352549104,4.165576289302656,6.666389561306044,60568.719559079094,0.9925879904220706,0.6556455630297242,1.2068055460689409,312,0.05694697542112983
2022-10-05 00:50:00,/Users/paul/Documents/Mobi/7th Week/jura/data/mobi_am_1.2/20221004_225000.WAV,1.2,20221004_225000.WAV,2022-10-04 22:50:00,49985.28333333333,-3.3539914672747136e-19,1.915973996231592e-05,0.26729555535982197,3.7537312928672604,72.84449601827396,-38.48990256758833,0.5966782351174373,0.011898846764034694,0.9902772515032399,0.059555555555555556,1340,4.517434046432307,0.0044,0.015529411764705882,0.2833459264856216,0.00013894089264246412,7.102068555642856e-09,3.657233888000035,35.05931170958439,3,54.30983109107554,-48.69016890892447,-50.61115273594253,1.9209838270180626,0.8892591670961061,1.1281926989181734e-05,0.001845982767207932,0.0017108116225943437,0.0025445884142238917,3.8592092991525266,0.7029710508023105,297.7529421510138,0.27361492911518365,1.753360552363475,0.06264108963621882,0.10983241552521059,0.6609725636783387,0.3727740232193749,2.8903111678954088,0.006035212079540979,0.1402966057750715,0.1290643707324074,0.13484616410301997,0.1340929388528379,3016.95703125,5.60012633535022,0.002367987188319481,0.011258623826105525,0.20516146574139923,0.6565510905936264,0.33310200791611416,3.6365364087783463,6.541520684696443,58022.86212234795,0.988307916823158,0.6584485376556892,1.2090148112783425,359,0.06291946308724831
